1,4,1,4,3,0,1,1,7.2429
1,1,0,2,1,2,1,1,1.8752
1,1,1,2,2,2,1,1,7.0721
1,0,2,1,2,2,3,2,2.2762
1,1,2,2,2,0,3,2,2.4074
1,2,3,3,4,2,1,2,1.7306
1,1,4,1,4,1,0,2,1.4884
1,0,2,1,3,2,1,2,2.9289
1,1,3,2,3,2,1,1,3.6527
1,2,2,3,2,0,2,2,2.188
1,2,2,3,2,3,2,2,4.8248
1,1,3,1,3,1,4,2,1.4262
1,2,3,2,3,3,3,2,1.4763
1,0,3,1,2,1,4,2,1.6729
1,2,3,2,3,2,2,1,3.3237
1,3,2,4,2,0,3,2,1.4372
1,1,1,1,2,1,2,2,5.3294
1,3,1,3,1,3,2,1,2.4891
1,1,3,1,3,2,3,2,1.1497
1,1,2,1,2,1,3,2,2.0507
1,4,3,3,3,1,1,1,2.002
1,3,0,3,1,3,0,1,1.4115
1,0,3,1,3,1,1,2,2.2421
1,3,2,3,2,1,1,2,1.7124
1,2,3,2,3,1,1,1,4.8567
1,3,3,3,3,2,2,2,1.6331
1,1,2,1,3,2,2,2,1.1524
1,1,1,1,3,2,1,2,1.7989
1,2,1,2,2,3,2,1,3.0183
1,2,2,2,2,2,2,1,3.5263
1,2,1,3,2,4,2,1,2.0309
1,3,3,3,2,3,4,1,1.44
1,1,2,2,2,0,2,2,2.4958
1,3,2,2,2,2,3,1,2.0752
1,2,3,2,3,1,3,2,1.9249
1,3,1,2,2,3,2,1,2.1635
1,4,2,4,3,3,2,1,1.1624
1,2,1,3,2,2,1,1,1.6916
1,4,1,4,1,2,2,1,0.83601
1,0,2,1,2,1,1,2,1.164
1,4,1,4,3,0,1,1,1.0993
1,1,0,2,1,2,1,1,1.2666
1,1,1,2,2,2,1,1,2.4429
1,0,2,1,2,2,3,2,1.6897
1,1,2,2,2,0,3,2,2.7175
1,2,3,3,4,2,1,2,1.656
1,1,4,1,4,1,0,2,1.6482
1,0,2,1,3,2,1,2,1.1741
1,1,3,2,3,2,1,2,2.1287
1,2,2,3,2,0,2,2,1.6252
1,2,2,3,2,3,2,1,3.5996
1,1,3,1,3,1,4,2,1.1347
1,2,3,2,3,3,3,2,1.1094
1,0,3,1,2,1,4,2,1.2966
1,2,3,2,3,2,2,1,2.2891
1,3,2,4,2,0,3,1,3.0457
1,1,1,1,2,1,2,2,3.395
1,3,1,3,1,3,2,1,1.1069
1,1,3,1,3,2,3,2,0.83842
1,1,2,1,2,1,3,2,2.9242
1,4,3,3,3,1,1,1,0.94836
1,3,0,3,1,3,0,1,1.2178
1,0,3,1,3,1,1,2,1.0256
1,3,2,3,2,1,1,2,1.4438
1,2,3,2,3,1,1,1,3.246
1,3,3,3,3,2,2,2,1.1604
1,1,2,1,3,2,2,2,1.2649
1,1,1,1,3,2,1,2,1.5425
1,2,1,2,2,3,2,1,1.8795
1,2,2,2,2,2,2,1,1.2059
1,2,1,3,2,4,2,1,1.509
1,3,3,3,2,3,4,2,2.1445
1,1,2,2,2,0,2,2,1.9205
1,3,2,2,2,2,3,1,1.6134
1,2,3,2,3,1,3,2,1.4351
1,3,1,2,2,3,2,1,1.6927
1,4,2,4,3,3,2,1,0.81007
1,2,1,3,2,2,1,1,1.3147
1,4,1,4,1,2,2,1,0.86262
1,0,2,1,2,1,1,2,0.9264
2,2,1,3,2,0,1,2,3.5722
2,1,1,2,4,1,1,1,5.3569
2,2,1,3,3,1,1,1,1.8082
2,1,1,3,2,0,1,2,1.3479
2,3,2,3,3,4,1,1,0.61559
2,1,2,2,1,1,1,1,1.0904
2,3,2,3,1,1,1,2,1.0114
2,3,1,2,1,1,2,1,1.2259
2,1,1,1,2,3,1,2,1.2007
2,1,1,2,2,1,1,2,0.94643
2,2,3,2,3,1,1,1,0.86953
2,2,2,1,3,1,1,1,0.92965
2,3,1,3,2,4,1,1,0.62453
2,3,2,3,1,1,3,2,0.68715
2,1,1,0,2,1,1,2,0.82945
2,2,3,2,3,2,1,1,1.2137
2,1,1,1,3,1,1,1,1.0868
2,2,3,1,3,2,1,1,1.1058
2,3,2,3,3,1,1,1,0.81805
2,2,1,2,2,2,1,2,1.288
2,3,3,3,3,1,0,2,1.2287
2,2,3,3,3,1,1,1,0.77648
2,2,2,3,3,1,1,1,0.67276
2,2,3,2,3,2,1,1,1.1977
2,1,2,1,3,1,1,2,0.90126
2,1,0,3,1,1,3,1,1.4849
2,1,2,3,3,3,1,1,0.94667
2,3,1,3,2,4,1,1,0.87229
2,1,1,2,2,1,1,2,1.0464
2,1,1,3,1,1,3,1,0.76294
2,0,1,0,3,2,0,2,0.76828
2,2,1,2,3,2,1,1,0.65961
2,1,3,3,3,1,1,1,0.71009
2,3,1,2,2,1,2,1,0.58946
2,1,1,2,3,1,0,2,0.90528
2,1,1,2,3,4,1,2,0.91088
2,0,3,1,3,0,0,2,1.3929
2,3,2,4,2,4,2,1,0.61097
2,4,1,4,3,1,1,2,0.71874
2,1,0,0,1,3,3,2,0.93644
2,2,1,3,2,0,1,1,1.1468
2,1,1,2,4,1,1,1,1.1818
2,2,1,3,3,1,1,1,0.94122
2,1,1,3,2,0,1,2,1.241
2,3,2,3,3,4,1,1,0.5784
2,1,2,2,1,1,1,1,0.67054
2,3,2,3,1,1,1,1,0.82776
2,3,1,2,1,1,2,1,0.62988
2,1,1,1,2,3,1,2,1.9071
2,1,1,2,2,1,1,2,0.83191
2,2,3,2,3,1,1,1,0.50823
2,2,2,1,3,1,1,1,0.59529
2,3,1,3,2,4,1,1,0.58606
2,3,2,3,1,1,3,2,0.90387
2,1,1,0,2,1,1,2,0.71053
2,2,3,2,3,2,1,1,0.8344
2,1,1,1,3,1,1,2,0.66013
2,2,3,1,3,2,1,1,0.64071
2,3,2,3,3,1,1,1,0.50095
2,2,1,2,2,2,1,1,0.60797
2,3,3,3,3,1,0,1,0.57089
2,2,3,3,3,1,1,1,0.74382
2,2,2,3,3,1,1,1,0.55449
2,2,3,2,3,2,1,1,0.72468
